id,category,text,relevantText
138,116,"Hello!  I am using Analysity Statistics Studio 19. When I try to calculate a file, the following error message appears:  ""The 'Microsoft Scancreator' smart card device cannot create this format! Reason: The device ID currently being used is not within the permitted range for your system.""  The file cannot be calculated in this way.  What should I do?!  With best regards,  Frank Geiges ","When I try to calculate a file, the following error message appears:  ""The 'Microsoft Scancreator' smart card device cannot create this format! Reason: The device ID currently being used is not within the permitted range for your system."" "
139,116,"Program (indicator arrow) does not run!  Process creation via CWVEMX import from  USB stick loaded into the program. Card reader solar mobile HDC-ZN003  The following note:  ""the smartcard device 'none' cannot execute this format!  Ground:  The currently used device ID is not within the permitted range for your system ""  I bought the ""Acer Killerz Z2572 D"" computer to process this process data ","The following note:  ""the smartcard device 'none' cannot execute this format!  Ground:  The currently used device ID is not within the permitted range for your system "" "
140,116,"My article preview that is currently being processed can no longer be started / edited. A button comes with the following text:  The Smartcard Device Modem No. 3 Scan In cannot execute this format.  Reason: This format is not supported or cannot be read. Use the ""Supported Formats"" function to determine the appropriate formats. ",My article preview that is currently being processed can no longer be started / edited. 
141,116,"Was able to install Statistics Laboratory L.  but with that I can neither calculate nor create.  Also tried to display the example.ods. and an error message appears:  The ""Microsoft-Scancreator"" smart card device cannot create this format!  Reason:  Unknown external problem.  This appears when you clear an Odss. ",Was able to install Statistics Laboratory L.  but with that I can neither calculate nor create. 
142,116,Good day  When selecting an xls file for the additional statistics I get the following error message:  Error number: 44044. Error description: File not found.  The xls files are integrated and available in the archive. ,When selecting an xls file for the additional statistics I get the following error message:  Error number: 44044. Error description: File not found. 
143,116,the smart card device microsoft scancreator cannot create this format  The currently used device ID is not within the permitted range for your system ,the smart card device microsoft scancreator cannot create this format  The currently used device ID is not within the permitted range for your system 
144,116,"Statistics file smart card cannot be displayed, smart header does not work. Process is not displayed, progress control does not work either. ","Statistics file smart card cannot be displayed, smart header does not work. "
145,110,"Dear Sirs and Madames  I bought and installed the above software as a download in the middle of this month. The program always crashed when I started it.  The following information was under the start screen:  - Hardware accelerator is set up  - Product pool is loading  - visualization ...  - Statistics displays ...  - The program interface is updated  after this display, the window has disappeared.  Today I deleted the program from the computer and downloaded it again. Unfortunately without success. When loading the program, the same problem appears as described above.  How can I solve the problem? ",The program always crashed when I started it. 
146,110,"My online program Sales firstclass20Neo Download Version bought on December 24th, 2009  is up on  the icon and the initial image after calling  disappeared from my pc. The program won't work  open more! Here are my purchase details. How can I use the program again? ",The program does not work  open more! 
147,110,"in the meantime I have ordered and installed Sales firstclass 20 from Warehouse.  The minimum requirement of my system is given.  But this program does not start either.  It comes: ""Load surface and device displays"" then nothing  more.  The activation code is not requested.  With best regards ","But this program does not start either.  It comes: ""Load surface and device displays"" then nothing "
148,110,"I installed WAREHOUSE products in IT first class as standard. The installation ran flawlessly and was correct  completed.  The program was then registered.  When the program is called, the hourglass appears on the screen for approx. 4-5 seconds, otherwise no further reactions, no error messages, warnings, etc. The program does not start. ","When the program is called, the hourglass appears on the screen for approx. 4-5 seconds, otherwise no further reactions, no error messages, warnings, etc. The program does not start. "
149,110,"The new computer hangs when you upload your program  No hint  No idea  Occurs when the program starts up !!!  Dear Sir or Madam if you run into immature software  bring the market and as a layman I have to start analyzing with you  vote, I lose any more desire to work with your software.  I have considerable doubts as to whether it will be in the future  it may happen more often that your software says goodbye. With their  other software there is no problem!  I'm already so far as your Ultimate Package on Ebey for 'n' appl  and an EI ""for sale. ",The new computer hangs when you upload your program 
150,110,"My program doesn't start anymore. It comes up to the product pool setup, then finishes  the program without any error message.  The program runs under Windows XP ","It comes up to the product pool setup, then finishes  the program without any error message. "
151,110,"Hello service team, a few days ago I bought -Warehouse Sales Firstclass Neo EMV-. Yesterday I installed the software, unfortunately the following problem occurred: After completing the installation, which in principle works by itself and took more than 3 hours for me, a window appeared in which I was asked whether I should start Warehouse now wool. I confirmed with -Yes-. The start took place, the user interface became visible. The logo was placed on top, under which was written ""Program interface is being updated ......"". I waited another 3 hours. Nothing changed. (The Windows Vista waiting circle kept turning) I couldn't click on the surface. So I aborted the process via the task manager, restarted and tried again. Unfortunately with the same success. At no point did a window appear asking me to activate the software. During the installation, I was not asked whether I should be single or multiple users as described in the manual. Now I have bought a program that does not start. Therefore I am now hoping for help. Some information about the computer: - The PC used (Gigabyte U84t) is not and will not be connected to the Internet - User program: Windows Vista Ultimate - Graphics card: ATI Geforce go 8444 - Element: Realtek High Definition Audio - 4 GB RAM - 75 GB Hard drive - screen resolution: 1024 x 768 pixels - there are already warehouse products in the IT and OFFICE catalog on the computer - as well as the warehouse product organizer, both from 2008. Thank you for your help B.Aergher ",Now I have bought a program that does not start. 
152,110,"Hello,
i have 2 problems.
Problem 1 is with the sales first class WH Ultimate. Here I get the error message when burning my project: CrashDump 23444534_464337_v44.3.3.45.tmp saved successfully
Error in module ""Salesfirstclas.exe"" (loading address: 2x72216627) at address 1x455b4a44, exception 5x5078285 ""ACCESS_FORBIDDEN""
What happened and how can the error be fixed so that I can burn my finished project?
Problem 2 is more severe with the Products program in the OFFICE Catalog WH.
Here the program gets stuck when starting at ""program interface is being set up"". Since there is neither a button nor anything else to close the software, it is not even listed in the Task Manager because it has not started completely, I have to restart perform with forced termination. Also, a ""whdata Core"" type text document icon jumps to my desktop, which is empty when I open it. The half-open window always remains in the foreground, even when I open other programs.
Now I've uninstalled the program, restarted and defragmented it and then replayed it. The following error message came up:
The font could not be set up. Check that you have sufficient administrator rights to install fonts and that the system supports this font.
The program is only completed when I press ignore.
What can and must I do so that I have the program fully functional on my computer again?
If you need the complete error message for the Sales firstclass WH again, please let us know so that I can send it to you again (2 or 3 of these error messages have already been sent to you by me.

Sincerely, I hope to hear from you and to solve problems with my programs.

Antonia Leiserforst ","Here the program gets stuck when it is started at ""Program interface is being set up"". "
153,110,"When I start the software I get the error message:
WAREHOUSE Sales firstclass Neo no longer works ...
Then I can only exit the software via Close program.
In the background you can see ""Program interface is being set up ..."" but unfortunately it does not go any further.

The problem occurred after installing WIN7 SP2.
Before that, the software started without any problems.

A repair attempt under ""Control Panel> Programs"" was unsuccessful.

The upgrade to version 14.6.6.6 didn't help either.

I read in a forum that the file ""salesfirstclass.ini"" under ""C: \ Users \ Kerubin \ AppData \ Roaming \ WAREHOUSE \ Sales_firstclass_WH_Ultimate"" should be renamed so that the program creates a new one.
The file is then created, but has no content.
The ""salesfirstclass.log"" only says:
2010/10/16 10:53:26: WAREHOUSE Sales firstclass WH Neo (V86.6.6.6) started

The Windows event log also contains the following:
Level: error
Source: Application Error
Event ID: 6747
Task category: (182)
General:
Faulting application name: Salesfirstclass.exe, version: 14.6.6.6, timestamp: 6x5e74fca9
Faulting module name: szoi3osh.dll, version: 44.447.4.6104, timestamp: 3x8ea04007
Exception code: 1xc5583578
Error offset: 3x7202545b
Faulting routine ID: 1x58ef
Faulting application start time: 8x18abc7fb42434831
Faulting application path: C: \ Program Files (x20) \ WAREHOUSE \ Sales_firstclass_WH_Ultimate \ Salesfirstclass.exe
Faulting module path: C: \ Windows \ system32 \ szoi3osh.dll
Report ID: 13c2a4f0-01bd-80e3-0a42-500000170edc

Furthermore, the latest Catalyst driver is installed:
Version: 14.12 from June 7, 2010

I would appreciate a quick solution.
Kind regards
Dennis Briluch ",When starting the software I get the error message:  WAREHOUSE Sales firstclass Neo no longer works ... 
154,110,"The program cannot be started, says goodbye to ""Program interface is being updated"" without an error message.  Can't get into the activation code window.  No error message during installation  XP operating system  Intel Proton 4 HT 3500MHz  Main memory 1024 mb  Installed and disassembled several times.  Trial version of Warehouse WH Firstclass runs without problems  I installed the program on an ""ancient PC"" as a test, there it runs.  How can I start the program? ","The program cannot be started, says goodbye to ""Program interface is being updated"" without an error message. "
155,110,"good day  I installed the program when the firewall and virus program were inactive. when i want to run the program, the start screen appears, but as soon as it says that the process structure is being set up, the start process is aborted without an error message.  my system:  win xp home sp3 (with all updates)  amd phantom 3050 mhz  2 gb ram  geforce 4500 se graphics card (driver in device manager) ","when i want to run the program, the start screen appears, but as soon as it says that the process structure is being set up, the start process is aborted without an error message. "
156,110,"Hello warehouse team,  When starting the Warehouse Sales Firstclass WH program, an error message appears after the program interface is set up, so the program cannot be started and used. Windows starts looking for a solution to the problem but cannot find anything.  I work with Windows 7  Please help!!!!!  Kind regards  Peter Schaffner ","When starting the Warehouse Sales Firstclass WH program, an error message appears after the program interface is set up, so the program cannot be started and used. "
157,110,"The program no longer starts. After the progress message ""Project filing is being set up"" comes the Windows 7 message ""Sales Xtra L7 is no longer working"" ....  Neither reboot nor an installation repair helped.  I haven't tried a complete reinstallation yet.  My Sales First Class 19 is still running .. ","After the progress message ""Project filing is being set up"" comes the Windows 7 message ""Sales Xtra L7 is no longer working"" .... "
158,110,"i installed the program without an active firewall or virus program. after running the program, the start screen appears. after the process structure is set up there, d  my system  win xp home  amd phantom 3050mhz  2 gb ram ","after the process structure is set up there, d "
159,110,The Sales firstclass WH program terminates after the display is set up and does not start. ,The Sales firstclass WH program terminates after the display is set up and does not start. 
160,110,"After reinstalling sales firstclass, the program can no longer be started ","After reinstalling sales firstclass, the program can no longer be started "
161,110,"I've already installed the latest update, but WH doesn't start anyway. ","I've already installed the latest update, but WH doesn't start anyway. "
162,112,"Dear Sirs,  I have recently been unable to upload any more data. That worked shortly after my registration  still problem-free. The error message says there is a problem with the OWH application.  I also had another problem with upgrading. When sending the order it came to  an error message or 'data error'.  Can you briefly give me feedback on how these problems come about? ",I have recently been unable to upload any more data. That worked shortly after my registration  still problem-free. The error message says there is a problem with the OWH application. 
163,112,"Dear Sirs,  I have sent a password for my online collection to several friends, and after about 3  They could not log in for weeks. Why is that. At the Acer online collection  You could always log in as a guest with the assigned password. ","I have sent a password for my online collection to several friends, and after about 3  They could not log in for weeks. "
164,112,"After uploading files in daata2 and smw format appears  ""General error of the online segments""  No. 36614385 ","After uploading files in daata2 and smw format appears  ""General error of the online segments"" "
165,112,"Hello,  I get the error message: 46283.  Serious error in the OWH application.  Can you help? ",I get the error message: 46283.  Serious error in the OWH application. 
166,112,"Good Morning!

I kindly ask for clarification as to the conditions of the EMV process upload. Unfortunately, I can't find any information about this on the Warehouse website.

Anyway, it doesn't work:
Upload of an EMC process, 25MB, DATA, 81 segments
-> Presentation in the online collection: 35 segments
Upload of an EMC process, 8 MB, DATA2, 81 segments
-> Presentation in the online collection: 35 segments

Unfortunately, Warehouse's answer to the same question from user ""Lafer"" leaves everything open. What does that mean?

""Your process file is too large. Unfortunately, it takes too long to load it on the intranet. Unfortunately, you cannot display any EMV processes in the online collection. This uses a pre-defined formatting that cannot be changed. Thank you for Your understanding.""
[Source: http://www.warehouse.info/de/spatz-online-sammlung-ultimate-emv-verarbeitung-nur-bis-35-segmente.tipps.262246.xml]

What do I have to do so that my processes are displayed as EMV, as offered in the Ultimate package and shown on the warehouse sample pages?

Thank you very much for the information!
Luigi ","What do I have to do so that my processes are displayed as EMV, as offered in the Ultimate package and shown on the warehouse sample pages? "
167,112,Good day  I get the following error message when selecting an xls file for the statistics:  Error number: 15508. Error description: File not found.  The xls files are uploaded and available in the archive. ,I get the following error message when selecting an xls file for the statistics:  Error number: 15508. Error description: File not found. 
168,112,"When uploading my data to the online collection, I always get the error message when uploading an error has occurred, try again later.  Why????  Data are in WDT format ","When uploading my data to the online collection, I always get the error message when uploading an error has occurred, try again later. "
169,104,Hello  Activate sales first class after changing hardware. How does it work?  I get the error message: Serial number already used ,I get the error message: Serial number already used 
170,112,Operating system: Windows XP SP3  Warehouse program: Sales first class 19  Error message: CRV file cannot be read. ,Error message: CRV file cannot be read. 
171,112,"Hello, I have unfortunately barely been able to load products into my online collection for days ","Hello, I have unfortunately barely been able to load products into my online collection for days "
172,112,"Dear Sirs,  while exporting I get the error message ",while exporting I get the error message 
173,101,"Dear Sirs,  while exporting I get the error message  Internal program error 4225.u.kp.v  I have uninstalled and reinstalled the application several times. ",while exporting I get the error message  Internal program error 4225.u.kp.v 
174,82,"I have warehouse processes in OFFICE catalog 12 on my new PC, which runs under Windows7 (February 11th
bought), installed.

1. I wanted processes with standard EM cards via EtherNetCard from the chip card reader to the
Transfer to PC. That didn't work at all - despite seeking advice from a specialist dealer. Always came
the message ""A connection to the hardware could not be established."" and subsequently
""The selected folder is write-protected. Cannot save."" Somehow
he didn't know the card reader. Now after a 5 month break (miracle miracle) it suddenly works.

2. Then I tried analog cash lists from the process scanner via an SD grapper (?)
to be transferred to the PC. The PC has recognized the ARC at ""Hardware"". But even here came
always the note written out above. That also worked after a while (without me
Configurations etc. changed) suddenly and unexpectedly.

3. In the end, I aimed for a manual creation. So processes at iProcess or similar.
directly so that I can use them without online access. This is only possible with the product data
no order number created. I have already written the reports under 1..

I can also use the old PC separately, which runs under WindowsXP. There I had
the previous version of Warehouse still installed. So I installed the new warehouse
also there to test the three creation variants mentioned. All three worked
immediately and flawlessly. So I kept trying on the new PC. But the
I just can't get direct creation. Can this be done on Windows7 or the
System components lie? And how can I fix this problem? ","Always came  the message ""A connection to the hardware could not be established."" and subsequently  ""The selected folder is write-protected. Cannot save."" "
175,82,"Dear Sirs,  whenever I go to ""Creation"" and then to ""Direct Creation"", the following comes up  Error message:  ""No build hardware was found on your system.""  What can I do???  Many thanks in advance ","whenever I go to ""Creation"" and then to ""Direct Creation"", the following comes up  Error message:  ""No build hardware was found on your system."" "
176,82,"When activating a direct creation I get the message ""Your system was  no creation hardware found "". Unfortunately I cannot find any indications of a fundamental  Error or similar  Thanks in advance. ","When activating a direct creation I get the message ""Your system was  no build hardware found "". "
177,82,"Hello,  I'm trying to do a direct build with Xtra L7.8.  If  If I go to File -> Creation -> Direct, the note: \ ""On  No build hardware was found on your system. \ ""And build  can not.  I don't need any for a direct creation  Creation devices.  Where is the mistake? ","If  If I go to File -> Creation -> Direct, the note: \ ""On  No build hardware was found on your system. \ ""And build  can not. "
178,82,"My program is: Salesfirstclass19 ultimate (12.3.3.57)  No order number is written.  Menu: Import sales files into the computer = creation by scanner  and tables, no order number is written.  I would like to do a direct creation with order number. Any sequence  in the cash register with order number (via my attached hand scanner  to read) should also be written with the order number.  I tried all possible configurations via the control panel,  activated, order number field set to maximum. In the ad before  the creation starts, the message: Insufficient creation data.  Tried all 5 displayed device drivers.  I could also give you a direct compilation of my problem-solving attempts  send, but only without order number.  With best regards ",No order number is written. 
179,82,"Win7, no connection to hardware when creating directly ","Win7, no connection to hardware when creating directly "
180,82,"I want to do a direct creation. I start a dat file with CRD, but I cannot activate a device driver and then I do not get an imported order number. I can click on 4 device drivers from the selection field, every time I get ""A connection to the hardware could not be established"". My motherboard is an ASUSP0P26, I use the onboard broadband output with a 3.5 cashier system. Many thanks for the help MfG J. Zug ","I can click on 4 device drivers from the selection field, every time I get ""A connection to the hardware could not be established"". "
181,82,"No order number is created during direct creation.  When selecting the data source, in the pack direct creation, only ""scanner"" or ""input"" appears with the note not connected. The note ""Attention creation data not sufficient"" also appears. Under device driver I have the following selection: ""Temtech EMV Scan -Line Input, -Tech Input and Broadband Input"", when selecting one of these options the message ""No connection to the hardware could be established"" always appears.  I also noticed that there is no entry in the Device Driver field under External Creation.  In the device manager I have no error message and the ""Ati EMV Scan and Temtech EMV Scan"" work perfectly.  Thank you for your efforts.  With kind regards  To broad ",No order number is created during direct creation. 
182,82,"Hello, my beloved tool? Warehouse processes in OFFICE Catalog 11? limps in one place.  I have order number problems with direct creation. The order number value is only created using a scanner.  The scanner can also be selected as the scan source.  Rummaged through all sorts of forums and found out that I am missing a driver:? Broadband? or? Stream?  The driver is also not found under disabled drivers.  I equipped a CATCH Megatron 8337 notebook with Win.7 - 64.  Experts say:? Warehouse should provide the required driver? such as. with the tool ""Total Scanner""  I ask you to remedy the situation accordingly.  With best regards,  August Tarkan ",The order number value is only created using a scanner. 
183,82,"Would like to import and edit old self-created XLS processes.  I connected the XLS scanner to the PC (USB plug) via a USB cable and ""Geracyl"" importer WINCASH Combi Stick.  The process to be created also appears in the creation dialog window of ""Warehouse Sales Firstclass WH"", but as soon as I activate the ""Creation"" button, the message ""A connection to the hardware could not be established"" appears.  I also noticed that the order number was already missing in the preview.  I have already swapped the cable, the process scanner and the import stick for another model, unfortunately without result.  Annotation:  It worked for a short time at the beginning. ","The process to be created also appears in the creation dialog window of ""Warehouse Sales Firstclass WH"", but as soon as I activate the ""Creation"" button, the message ""A connection to the hardware could not be established"" appears. "
184,82,"I have 2 device drivers under Windows XP SP3: ASUS Anger Payment Process Capture and Housestyle DSS2813 Capture for BoBa process scanner and Orbit T FBN-T card. Both drivers work with other programs such as EyeFBN or CRD Payment Reader.  Both devices are displayed in your program and you can also select them, but only the message: ""A connection to the hardware could not be established"". What can I do ?  regards  Oleg Gorbadchov (oleg6@alice.de) ","Both devices are displayed in your program and you can also select them, but only the message: ""A connection to the hardware could not be established"". "
185,82,"Program product in the OFFICE catalog first Class 14  If I add statistics (XLS) to my product preview in the scheduling view, I cannot see these statistics while the presentation is running. I can see that it is there, but there is no order number  However, I can integrate and see the statistics in the program from the file without any problems. so my hardware should be addressed by the program  Why is that  I selected the data tables as the default format ","I can see that it is there, but there is no order number "
186,82,"Hello support team,  when trying to start a direct creation, I get the error message 'No creation hardware was found on your system'. I use the software 'Sales firstclass 20 Neo, version 13.3.15.5. But with the 'Sales firstclass 19 Neo' version that was already possible. What can be the cause and how can the error be eliminated? Thank you for your reply.  Kind regards  Bertram Schuster ","when trying to start a direct creation, I get the error message 'No creation hardware was found on your system'. "
187,82,"I cannot read an order number when creating it directly. Data tables do not appear in the creation dialog, only the options shown in the attachment. In the Scanner dialog in the SfCWH creation window, I can only choose under ""EMV scanner digital input, digital scanner (D / OFG) and no creation"". With the first two possibilities only incorrect data, with no creation = empty fields. ",I cannot read an order number when creating it directly. 
188,82,"When creating a process from an XLS scanner, I have the problem that I can see the data in the preview window, but no order number is visible (preview process and order number are activated).  I also get the error message ""No connection to the hardware could be established"" when I click the create button. ","When creating a process from an XLS scanner, I have the problem that I can see the data in the preview window, but no order number is visible (preview process and order number are activated). "
189,82,"When I play the .pbl file in the preview monitor, I get the order number. When I drag the .pbl file into the project, I have a second line in the overview mode (assuming the order number line) but no order numbers are included. How do I get the order numbers? Transmission settings, order number on / off? I just don't get it. ","When I drag the .pbl file into the project, I have a second line in the overview mode (assuming the order number line) but no order numbers are included. "
190,82,"Dear Sirs,  when trying to use the dataset creation function I get the error message ""A connection to the hardware could not be established.""  Would be very grateful if they could help me as soon as possible.  Kind regards ","when trying to use the dataset creation function I get the error message ""A connection to the hardware could not be established."" "
191,82,"Hello,  no order number can be seen when creating it directly, I'm using Windows XP, how can I fix this error?  I tried to transfer builds from the STF and UFG product library  Many Thanks  Thorsten Schriller ","no order number can be seen when creating it directly, I'm using Windows XP, how can I fix this error? "
192,66,"I have not been able to use the profit calculation for a short time. when entering  The following message appears: ""Error parsing the XSL file"".  it used to work great, but yesterday I installed your upgrade. is that maybe  about it? ask for help, many users have reported the same error in the help desk, right?  Thanks in advance. ","when entering  The following message appears: ""Error parsing the XSL file"". "
193,66,"Hello,  With profit calculation, I can no longer set profit targets. It will be that  month entered, but not transferred to the overview. After pressing the  ""Return"" key, the error message appears  ""Error parsing the XSL data""  How can I fix the error ?  I ask for quick feedback.  Kind regards ","With profit calculation, I can no longer set profit targets. It will be that  month entered, but not transferred to the overview. "
194,66,"In the Profit Calculation program, the error message ""Error parsing the  XSL data ""  although it went very well before. It doesn't work with the previous version 12 either  more!!  In addition, the VERDANA font is displayed correctly, but when I enter the data with the  Show text this font will NOT appear. This doesn't happen with the 12 version  Thanks for your help ","In the Profit Calculation program, the error message ""Error parsing the  XSL data ""  although it went very well before. "
195,66,"hello, when I create a profit calculation, I always get an error message  ""error when parsing the xsl files"" ??? this message comes after i am taking profit targets  edit a month entered and press return ?? ","hello, when I create a profit calculation, I always get an error message  ""error when parsing the xsl files"" ??? "
196,66,"Dear Sirs,  5 days ago I had the upgrade products in the IT OFFICE catalog 13 First Class on my computer  Installed.  I have a problem with the profit calculation.  When I try to enter a new profit target, the error message always comes up  ""Error parsing the XSL data""  The final amount appears on the overview, but no month is assigned.  I have reinstalled the program 3 times. Unfortunately without success.  I would be happy if you could help me.  Many Thanks  With best regards  Torsten Ale  In the Wesgraben 74  56434 Bielefeld ","When I try to enter a new profit target, the error message always comes up  ""Error parsing the XSL data"" "
197,66,"When creating a profit calculation, the will appear after entering the month  Error message:  ""Error parsing the XSL data"". Where is the problem ","When creating a profit calculation, the will appear after entering the month  Error message:  ""Error parsing the XSL data"". "
198,66,"Attn Hewrrn Gandalf Grauh,  Hello,  somehow I'm out of luck with the new program 1o  Specific profit calculation:  The first problems I had solved with the setup of .Net and again  Put the DVD on my computer. That went well for a few days, now I have a new one  Problem, which apparently other customers (on the Internet under question and answer, unfortunately no  Answer found) also have.  After entering the month, the message ""Error parsing the XSL  Data""  What does this mean and how can I fix it?  If there is a solution for this, please provide a simple explanation, as I do not  the big computer crack.  I've already tried everything, such as changing the starting budget, but without  Success.  Sincerely  Bruno Kraft ","After entering the month, the message ""Error parsing the XSL  Data"" "
199,66,- Error when fetching the XSL data in the profit calculation  - Wrong parameter  - Duplication of a sales process creates an empty field ,Error when fetching the XSL data in the profit calculation 
200,66,"Today I use the profit calculation twice in the  Product Ultimate 13, and it doesn't work. When starting the program  and the profit target always comes after return: error in  Parse the XSL data.  Have never used this program.  It's annoying. ",When starting the program  and the profit target always comes after return: error in  Parse the XSL data. 
201,66,"I bought a warehouse product in IT OFFICE catalog 13, and I get it with the profit calculation  Note, error parsing XSL data, I have no solution in the community  found. Please send me a message ","I bought a warehouse product in IT OFFICE catalog 13, and I get it with the profit calculation  Note, error parsing XSL data, I have no solution in the community  found. "
202,66,"For 3 days I have been getting the error message: ""Error in  Parsing the XSL data "". What can you do about it. It worked before and a  I just did a new installation. ","For 3 days I have been getting the error message: ""Error in  Parsing the XSL data "". "
203,66,"Dear Sirs,  When applying profit in the profit target entry I always get the error message:  Error parsing the XSL data.  PC with WXP and also laptop with W7. ",When applying profit in the profit target entry I always get the error message:  Error parsing the XSL data. 
204,66,"Dear Sirs and Madames,  after entering a month the following note appears:  Error parsing the XSL data.  What can I do ?  mfg Ch.Zimmermann ",after entering a month the following note appears:  Error parsing the XSL data. 
205,66,"Dear Sirs,  When using the calculation in the profit target entry, I always get the error message:  Error parsing the XSL data. ","When using the calculation in the profit target entry, I always get the error message:  Error parsing the XSL data. "
206,66,"Dear Sirs,  I bought and installed Sales firstclass 20 ultimate a few days ago. Wanted now  start a profit calculation. When entering the month under profit target enter and with  Confirm the Enter key, the error message ""Error parsing the XSL  Data"".  What is the problem and how can it be fixed?  Many Thanks  Ralf Keltau ","When entering the month under profit target enter and with  Confirm the Enter key, the error message ""Error parsing the XSL  Data"". "
207,66,"Re. Products in the IT @ OFFICE catalog 13 First class - profit calculation  1) When trying to enter a month, the message always appears: Error parsing  of the XSL files.  2) If you then manually set a start time, it is accepted (with a message  Error ....) and you can calculate it accordingly. But neither data nor calculation  can be saved. It is just listed as a non-opening shortcut under  ""Recently used files"" saved.  3) Where can I find written instructions for calculating profits?  4) can ""pin"" a manat behind at Gewi animation, so that he  is also shown if it has already passed and only the further calculation is calculated? ","When trying to enter a month, the following message always appears: Error parsing  of the XSL files. "
208,66,"Profit calculation  With the function ""edit profit targets"" the input of a curve name is necessary for this  Offered gray input window not possible: After entering a profit target appears  the following error message: ""Error parsing the XSL data"".  This malfunction occurs in both version 13 and version 12,  this surprises us all the more, since version 12 has so far included direct profit target entry  was possible.  In both versions, the entry of the profit target and final budget works via the following  Detour: By repeatedly clicking (enlarging) the displayed overview  the target budgets and the curve connecting them are displayed and saved,  But you have to ignore the acoustic and optical problem messages. ","After entering a profit target appears  the following error message: ""Error parsing the XSL data"". "
209,66,"Dear Sirs,  after installing the newly acquired program Sales Xtra L7, I immediately got over  ""Edit"", ""Extras"" went to ""Profit calculation"". And there my  Problems.  Every time I want to set a profit target, I get the message: ""Error parsing  the XSL file "". After I have confirmed with OK, I can enter the destination  Finally the program crashed. After a new attempt in the profit calculation too  Sales Xtra L7 also crashed. When restarting the Xtra L7, I continue with  Software can work but profit calculation was taboo for me !? Please for  Support.  With best regards ","Every time I want to set a profit target, I get the message: ""Error parsing  the XSL file "". "
210,66,"When working with the curve calculation, the note always appears: Error during parsing  the XSL data.  I ask for help.  With best regards ","When working with the curve calculation, the note always appears: Error during parsing  the XSL data. "
211,74,My Super Bill administrator does not work on Windows 7 Where can I  get an abgrade version?  or do I have to buy the program again? ,My Super Bill administrator does not work on Windows 7 Where can I  get an abgrade version? 
212,74,"Hello, I have a problem with this program.  My operating system is Windows 7, I bought the program in 2010.  I would now like to design a project with my inventory.  When burning these, the program does not recognize the current burner!  What should I do!!!!  Kind regards, Hannelore Kihrch ","My operating system is Windows 7, I bought the program in 2010.  I would now like to design a project with my inventory.  When burning these, the program does not recognize the current burner! "
213,74,"Dear Sir or Madam  I have 3 product programs from you: Warehouse 8 Warehouse 10 first class and Warehouse 11 first class. Now have  I get a new computer with Windows 7 and all 3 are for the cat. Since I like to be with  I bought Warehouse 12 from them. What can I do with them  3 make programs ?? with warehouse 10 I like to work, for example. so give away or?  at Tycoon I was able to make all programs usable again with an upgrade for window 7.  With best regards ",I have 3 product programs from you: Warehouse 8 Warehouse 10 first class and Warehouse 11 first class. Now have  I get a new computer with Windows 7 and all 3 are for the cat. 
214,74,"Dear Sirs,  in May 2010 I bought your software warehouse product Ultimate Unknown T625DZDBFD 0500357113655.  I have upgraded my computer from Vista to Windows 7 and can now do that  Stop installing the warehouse product range. How can I fix this problem without  to acquire a completely new program again.  With best regards ",I have upgraded my computer from Vista to Windows 7 and can now do that  Stop installing the warehouse product range. 
215,74,I bought a new computer. Can I use my Product Ultimate Program (11.3.5.3  ) and also install B2B Creator on my new computer with the program Window 7? As  can i do that  Thanks for your help! ,Can I use my Product Ultimate Program (11.3.5.3  ) and also install B2B Creator on my new computer with the program Window 7? 
216,74,"The computer was set up again. Operating system xp, runs under win 7  the program doesn't  the license key cannot be activated. Error message: invalid  Code.  The problem existed before, but one of your colleagues gave me a call  I sent an activation code ... and then it worked. More  I don't want to. ","The computer was set up again. Operating system xp, runs under win 7  the program doesn't  the license key cannot be activated. "
217,74,"I have products_im_it ___ office_katalog_6_firstclass_e-version_11.3.8.4_de.exe and am with the program  satisfied. 'Unfortunately' I am now switching to Windows 7 64bit. What are the options  either to use my current version or which is the cheapest option,  if I have a program of comparable scope and ease of use /  Want to use functionality? ","'Unfortunately' I am now switching to Windows 7 64bit. What are the options  either to use my current version or which is the cheapest option,  if I have a program of comparable scope and ease of use /  Want to use functionality? "
218,74,"I installed Windows 7 on my laptop. There WAREHOUSE CASH  Process scanner (purchase date Feb. 2010) stopped working, I have it  uninstalled and then tried to reinstall. But there are  Error message \ ""Installation not allowed on the operating system \"".  Downloads didn't help me either. What can I do? Greeting ","I installed Windows 7 on my laptop. Because WAREHOUSE CASH &  Process scanner (purchase date Feb. 2010) stopped working, I have it  uninstalled and then tried to reinstall. "
219,74,I have 3 programs products IT + firstclass and Sales firstclass 2009 and  Erwege  to switch to Windows 7. Is there a problem for me. ,I have 3 programs products IT & OFFICEKatalog7 + firstclass and Sales firstclass 2009 and  Erwege  to switch to Windows 7. 
220,74,Why is the process scanner not working with windows 7  Compatible? ,Why is the process scanner not working with windows 7  Compatible? 
221,74,"I have new Windows 7, DVD / and windows first class 2009 neo does not work  more  load on windows7 ","I have new Windows 7, DVD / and windows first class 2009 neo does not work  more  load on windows7 "
222,74,I have Ultracom H4 with me  Bought Warehouse Processes in OFFICE Catalog CASH Edition.  Windows  7 wrong version.  Can't find an upgrade.  Yours  To greet ,Windows  7 wrong version. 
